Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Carbon,04/22/2021,15,16.7,5939,64182,23.4,26,9253.4,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Lehigh,12/12/2020,355,301.6,15404,369318,96.1,81.7,4170.9,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Union,09/17/2020,3,3.4,452,44923,6.7,7.6,1006.2,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Lehigh,01/29/2021,198,195.1,28140,369318,53.6,52.8,7619.4,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Union,03/05/2021,8,9.3,5232,44923,17.8,20.7,11646.6,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Snyder,04/05/2021,6,5.4,3331,40372,14.9,13.4,8250.8,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Lycoming,03/28/2021,30,36.3,10147,113299,26.5,32,8955.9,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Pennsylvania,03/08/2021,2996,2445.6,953808,12801989,23.4,19.1,7450.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Lycoming,01/16/2021,73,76,7471,113299,64.4,67.1,6594.1,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Monroe,12/06/2020,82,96.1,4134,170271,48.2,56.5,2427.9,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Lehigh,01/12/2021,350,332.3,24518,369318,94.8,90,6638.7,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Union,11/17/2020,11,26.9,1077,44923,24.5,59.8,2397.4,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Cambria,04/08/2021,87,44.4,12670,130192,66.8,34.1,9731.8,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Lebanon,12/10/2020,98,98.9,6655,141793,69.1,69.7,4693.5,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Lebanon,12/02/2020,202,101.7,5776,141793,142.5,71.7,4073.5,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Monroe,04/22/2021,66,72.1,13393,170271,38.8,42.4,7865.7,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Lehigh,03/31/2021,157,150.7,34253,369318,42.5,40.8,9274.7,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lebanon,08/12/2020,6,6,1643,141793,4.2,4.2,1158.7,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Indiana,05/01/2021,15,16.3,5953,84073,17.8,19.4,7080.8,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Lehigh,02/23/2021,84,74.4,30518,369318,22.7,20.2,8263.3,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lebanon,04/16/2021,70,58,14697,141793,49.4,40.9,10365.1,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Lycoming,12/06/2020,61,110.9,3010,113299,53.8,97.8,2656.7,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Venango,03/08/2021,12,7.9,3474,50668,23.7,15.5,6856.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Lebanon,07/25/2020,1,6.9,1553,141793,0.7,4.8,1095.3,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Lycoming,03/01/2021,31,30.9,9418,113299,27.4,27.2,8312.5,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Lehigh,12/06/2020,285,283.3,13578,369318,77.2,76.7,3676.5,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lehigh,03/30/2021,149,150.6,34096,369318,40.3,40.8,9232.2,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lackawanna,02/17/2021,34,53.4,13516,209674,16.2,25.5,6446.2,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Pennsylvania,04/19/2021,5071,4512.7,1114815,12801989,39.6,35.3,8708.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Fayette,12/26/2020,45,137,6532,129274,34.8,106,5052.8,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Lycoming,12/31/2020,86,88.4,6175,113299,75.9,78,5450.2,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Northampton,03/02/2021,131,89.6,27149,305285,42.9,29.3,8893,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Chester,03/04/2021,100,89.6,31009,524989,19,17.1,5906.6,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Union,02/21/2021,4,7.4,4979,44923,8.9,16.5,11083.4,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Union,11/11/2020,36,21,925,44923,80.1,46.7,2059.1,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Lycoming,12/23/2020,86,129.7,5415,113299,75.9,114.5,4779.4,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Luzerne,12/26/2020,149,182.4,16491,317417,46.9,57.5,5195.4,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Blair,12/31/2020,102,74.4,8022,121829,83.7,61.1,6584.6,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Mercer,04/27/2021,20,17.7,9103,109424,18.3,16.2,8319,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Lycoming,09/02/2020,6,5.6,550,113299,5.3,4.9,485.4,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Luzerne,01/15/2021,133,175.9,20504,317417,41.9,55.4,6459.6,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Lehigh,02/06/2021,143,108.7,29020,369318,38.7,29.4,7857.7,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Snyder,03/02/2021,9,6.9,3140,40372,22.3,17,7777.7,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Wayne,03/12/2021,7,7.9,3193,51361,13.6,15.3,6216.8,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Carbon,04/26/2021,16,15.6,5998,64182,24.9,24.3,9345.3,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Lycoming,02/17/2021,16,38,9040,113299,14.1,33.5,7978.9,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Cambria,04/19/2021,75,54.7,13250,130192,57.6,42,10177.3,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Clearfield,02/14/2021,5,27.6,6036,79255,6.3,34.8,7615.9,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Wayne,04/18/2021,9,17.1,3687,51361,17.5,33.4,7178.6,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Monroe,10/23/2020,16,10.4,2006,170271,9.4,6.1,1178.1,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Berks,12/18/2020,335,314,20042,421164,79.5,74.6,4758.7,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Lycoming,02/11/2021,42,50,8816,113299,37.1,44.1,7781.2,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Monroe,11/27/2020,136,72.1,3387,170271,79.9,42.4,1989.2,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Pennsylvania,04/30/2021,2997,3263.6,1154523,12801989,23.4,25.5,9018.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Chester,03/31/2021,134,175.7,34307,524989,25.5,33.5,6534.8,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Montgomery,04/25/2021,154,236,66901,830915,18.5,28.4,8051.5,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Pennsylvania,08/10/2020,821,772.3,121236,12801989,6.4,6,947,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Lehigh,12/29/2020,369,265.9,20182,369318,99.9,72,5464.7,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lebanon,09/28/2020,14,14.3,2074,141793,9.9,10.1,1462.7,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Fayette,12/11/2020,232,189.6,4113,129274,179.5,146.6,3181.6,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Union,01/27/2021,25,26.9,3843,44923,55.7,59.8,8554.6,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Lycoming,02/13/2021,33,43.3,8904,113299,29.1,38.2,7858.9,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Clearfield,11/04/2020,14,11.4,596,79255,17.7,14.4,752,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Lebanon,04/27/2021,46,52.3,15268,141793,32.4,36.9,10767.8,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Pennsylvania,10/03/2020,981,1001.4,164835,12801989,7.7,7.8,1287.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Luzerne,02/09/2021,79,96.1,23838,317417,24.9,30.3,7510,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Lycoming,08/31/2020,4,5.3,538,113299,3.5,4.7,474.8,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Lackawanna,05/03/2021,43,45.4,17853,209674,20.5,21.7,8514.6,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Lebanon,04/11/2021,22,43,14350,141793,15.5,30.3,10120.4,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Lebanon,07/01/2020,11,9.4,1367,141793,7.8,6.6,964.1,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Clearfield,01/01/2021,106,71.7,4290,79255,133.7,90.5,5412.9,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Blair,03/25/2021,34,20.4,11083,121829,27.9,16.8,9097.2,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Snyder,03/08/2021,6,6.3,3175,40372,14.9,15.6,7864.4,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Lebanon,10/10/2020,24,28.1,2358,141793,16.9,19.8,1663,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Lawrence,04/27/2021,4,16.6,7220,85512,4.7,19.4,8443.3,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Lehigh,12/01/2020,291,202.6,11950,369318,78.8,54.9,3235.7,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lancaster,02/02/2021,190,345.4,39109,545724,34.8,63.3,7166.4,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Lycoming,11/12/2020,56,28.3,1287,113299,49.4,25,1135.9,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Berks,03/02/2021,93,83.6,35868,421164,22.1,19.8,8516.4,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Lehigh,02/22/2021,88,76.4,30434,369318,23.8,20.7,8240.6,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Philadelphia,12/10/2020,1199,1063.4,74567,1584064,75.7,67.1,4707.3,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Monroe,08/20/2020,7,4.3,1699,170271,4.1,2.5,997.8,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Lehigh,01/03/2021,186,280.4,21526,369318,50.4,75.9,5828.6,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lycoming,10/22/2020,4,6.4,936,113299,3.5,5.7,826.1,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Washington,01/21/2021,55,95.3,11848,206865,26.6,46.1,5727.4,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Washington,11/20/2020,119,112.9,3728,206865,57.5,54.6,1802.1,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Lackawanna,01/04/2021,163,136,9526,209674,77.7,64.9,4543.2,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Philadelphia,01/07/2021,645,553.1,93447,1584064,40.7,34.9,5899.2,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Clearfield,04/07/2021,33,36.3,7503,79255,41.6,45.8,9466.9,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Philadelphia,01/31/2021,186,446.7,105318,1584064,11.7,28.2,6648.6,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Bradford,02/14/2021,6,12.4,4257,60323,9.9,20.6,7057,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Northumberland,07/31/2020,0,2.3,414,90843,0,2.5,455.7,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Lehigh,03/11/2021,101,73.9,31745,369318,27.3,20,8595.6,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Venango,08/26/2020,1,0.4,77,50668,2,0.8,152,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Lancaster,02/21/2021,100,141.7,42871,545724,18.3,26,7855.8,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Monroe,03/18/2021,86,59.7,10651,170271,50.5,35.1,6255.3,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Berks,01/20/2021,169,240.6,29421,421164,40.1,57.1,6985.6,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Lehigh,03/02/2021,77,76.9,31056,369318,20.8,20.8,8409,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lycoming,10/21/2020,8,7.3,932,113299,7.1,6.4,822.6,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Lebanon,11/07/2020,52,57.7,3639,141793,36.7,40.7,2566.4,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Union,11/27/2020,15,58.4,1682,44923,33.4,130.1,3744.2,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Lebanon,01/05/2021,156,111.9,9547,141793,110,78.9,6733.1,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Lehigh,02/03/2021,59,124.3,28607,369318,16,33.7,7745.9,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Luzerne,03/22/2021,50,65.1,26279,317417,15.8,20.5,8279,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Pennsylvania,03/21/2021,1600,2991.3,989203,12801989,12.5,23.4,7726.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Union,12/24/2020,72,50.4,2659,44923,160.3,112.3,5919,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Lebanon,03/29/2021,64,46,13827,141793,45.1,32.4,9751.5,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Lycoming,12/17/2020,94,143.9,4601,113299,83,127,4060.9,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Monroe,11/11/2020,41,33.3,2441,170271,24.1,19.5,1433.6,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Union,12/19/2020,15,37.9,2404,44923,33.4,84.3,5351.4,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Venango,03/03/2021,13,8.1,3436,50668,25.7,16.1,6781.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Venango,11/01/2020,10,12.3,322,50668,19.7,24.2,635.5,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Lancaster,08/04/2020,23,45,5739,545724,4.2,8.2,1051.6,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Philadelphia,03/19/2021,390,374.1,119921,1584064,24.6,23.6,7570.5,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Northumberland,12/22/2020,99,77.9,4496,90843,109,85.7,4949.2,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Lebanon,09/03/2020,7,6.4,1760,141793,4.9,4.5,1241.2,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Monroe,08/25/2020,0,3.9,1713,170271,0,2.3,1006,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Lycoming,08/18/2020,3,6.3,464,113299,2.6,5.5,409.5,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Carbon,04/25/2021,6,18.9,5982,64182,9.3,29.4,9320.4,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Lancaster,02/11/2021,207,254.7,41320,545724,37.9,46.7,7571.6,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Lancaster,07/12/2020,8,35.3,4852,545724,1.5,6.5,889.1,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Blair,12/01/2020,124,131.1,4569,121829,101.8,107.6,3750.3,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Clearfield,03/21/2021,17,30.9,6865,79255,21.4,38.9,8661.9,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Lycoming,10/13/2020,8,10.9,867,113299,7.1,9.6,765.2,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Union,01/07/2021,69,39.7,3136,44923,153.6,88.4,6980.8,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Lycoming,01/20/2021,63,59.9,7684,113299,55.6,52.8,6782.1,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Lebanon,01/06/2021,105,109.6,9652,141793,74.1,77.3,6807.1,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Indiana,04/20/2021,26,20.1,5789,84073,30.9,24,6885.7,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Lehigh,02/20/2021,51,75.1,30295,369318,13.8,20.3,8203,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lycoming,11/19/2020,49,46.4,1612,113299,43.2,41,1422.8,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Chester,03/22/2021,126,121.1,32783,524989,24,23.1,6244.5,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Lycoming,10/04/2020,5,8,768,113299,4.4,7.1,677.9,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Lycoming,09/07/2020,2,5.4,576,113299,1.8,4.8,508.4,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Luzerne,01/12/2021,238,221.1,20031,317417,75,69.7,6310.6,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Union,12/21/2020,59,45.9,2505,44923,131.3,102.1,5576.2,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Monroe,03/23/2021,81,59.3,10921,170271,47.6,34.8,6413.9,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Venango,10/01/2020,0,2,104,50668,0,3.9,205.3,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Dauphin,04/09/2021,86,69.6,23116,278299,30.9,25,8306.2,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Lebanon,01/18/2021,90,87.6,10901,141793,63.5,61.8,7688,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Union,02/03/2021,25,21.4,3993,44923,55.7,47.7,8888.5,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Chester,03/05/2021,107,88.4,31116,524989,20.4,16.8,5927,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Union,10/13/2020,3,5.9,631,44923,6.7,13,1404.6,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Bucks,05/03/2021,135,152.9,58922,628270,21.5,24.3,9378.5,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Lycoming,09/18/2020,8,6.1,638,113299,7.1,5.4,563.1,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Chester,02/01/2021,140,187.1,27675,524989,26.7,35.6,5271.5,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Lebanon,02/24/2021,27,25,12778,141793,19,17.6,9011.7,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Pennsylvania,03/26/2021,4057,3581.7,1010312,12801989,31.7,28,7891.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,05/17/2020,818,838.3,63377,12801989,6.4,6.5,495.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Luzerne,02/27/2021,47,57,24989,317417,14.8,18,7872.6,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Northumberland,04/13/2021,25,25.7,8889,90843,27.5,28.3,9785,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Lebanon,03/07/2021,12,25,13064,141793,8.5,17.6,9213.4,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Lebanon,11/19/2020,105,74.1,4492,141793,74.1,52.3,3168,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Washington,02/03/2021,70,65.1,12828,206865,33.8,31.5,6201.1,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Philadelphia,02/17/2021,333,284.7,110976,1584064,21,18,7005.8,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Philadelphia,01/14/2021,624,612.6,97735,1584064,39.4,38.7,6169.9,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Union,01/08/2021,111,53.9,3247,44923,247.1,119.9,7227.9,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Lancaster,11/19/2020,401,275.7,13671,545724,73.5,50.5,2505.1,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Lackawanna,01/20/2021,95,109.6,11647,209674,45.3,52.3,5554.8,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Northumberland,11/04/2020,37,19,1717,90843,40.7,20.9,1890.1,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Indiana,03/20/2021,6,9.3,5246,84073,7.1,11,6239.8,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Venango,11/14/2020,17,18.4,567,50668,33.6,36.4,1119,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Lycoming,08/29/2020,11,5.9,529,113299,9.7,5.2,466.9,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Lehigh,02/07/2021,50,100.6,29070,369318,13.5,27.2,7871.3,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Bradford,04/08/2021,54,35.1,5099,60323,89.5,58.3,8452.8,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Monroe,09/29/2020,4,3.9,1824,170271,2.3,2.3,1071.2,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Philadelphia,03/17/2021,410,331.1,118998,1584064,25.9,20.9,7512.2,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Potter,05/02/2021,0,3.6,1080,16526,0,21.6,6535.2,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Erie,01/06/2021,142,130.9,12664,269728,52.6,48.5,4695.1,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Lebanon,04/18/2021,22,58.3,14758,141793,15.5,41.1,10408.1,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Union,10/08/2020,9,14.3,601,44923,20,31.8,1337.8,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Berks,11/01/2020,89,102.3,9749,421164,21.1,24.3,2314.8,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Lancaster,06/06/2020,32,42.4,3467,545724,5.9,7.8,635.3,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Union,01/12/2021,109,62,3450,44923,242.6,138,7679.8,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Lycoming,02/19/2021,42,36,9123,113299,37.1,31.8,8052.1,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Fayette,04/17/2021,22,41.4,12005,129274,17,32,9286.5,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Erie,03/31/2021,31,40.3,18723,269728,11.5,14.9,6941.4,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Philadelphia,01/22/2021,538,472.4,101695,1584064,34,29.8,6419.9,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Pennsylvania,11/05/2020,3501,2690.3,226027,12801989,27.3,21,1765.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Union,09/01/2020,4,4,394,44923,8.9,8.9,877.1,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Bucks,04/17/2021,187,286.3,55944,628270,29.8,45.6,8904.5,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Lycoming,11/22/2020,34,59.6,1787,113299,30,52.6,1577.2,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
